시도별,성별,"연령(5세,각세)별",2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
서울특별시,남자,0세,149,96,130,95,88,88,71,76,52,38
서울특별시,남자,1세,12,10,9,5,10,10,6,5,3,3
서울특별시,남자,2세,9,4,6,16,3,5,2,1,5,3
서울특별시,남자,3세,5,4,4,7,10,6,3,5,4,1
서울특별시,남자,4세,7,8,5,5,5,2,4,3,2,2
서울특별시,남자,5세,4,7,5,2,4,4,4,4,1,1
서울특별시,남자,6세,2,4,1,8,0,7,4,5,3,4
서울특별시,남자,7세,5,2,2,3,3,4,2,4,0,2
서울특별시,남자,8세,1,4,5,5,1,3,1,3,1,2
서울특별시,남자,9세,3,6,0,3,2,1,1,3,0,1
서울특별시,남자,10세,6,4,2,4,3,3,3,1,5,4
서울특별시,남자,11세,3,3,2,4,5,0,4,1,3,4
서울특별시,남자,12세,4,8,10,6,7,3,3,1,2,4
서울특별시,남자,13세,5,6,5,2,5,3,7,5,6,9
서울특별시,남자,14세,12,9,7,1,2,2,8,2,5,7
서울특별시,남자,15세,14,11,13,5,6,5,4,8,4,7
서울특별시,남자,16세,14,14,19,14,11,17,10,11,6,12
서울특별시,남자,17세,20,19,19,17,15,9,15,6,8,12
서울특별시,남자,18세,18,12,17,14,18,16,14,16,11,13
서울특별시,남자,19세,16,26,19,22,14,14,17,18,10,11
서울특별시,남자,20세,14,23,28,17,25,16,20,23,12,11
서울특별시,남자,21세,25,20,21,16,13,21,21,24,19,21
서울특별시,남자,22세,27,33,31,26,32,27,18,13,21,12
서울특별시,남자,23세,25,37,20,37,35,24,25,35,14,21
서울특별시,남자,24세,31,40,24,19,29,29,30,20,31,28
서울특별시,남자,25세,34,34,34,33,28,33,22,30,37,30
서울특별시,남자,26세,36,31,22,39,37,30,32,34,33,36
서울특별시,남자,27세,28,32,34,27,44,29,35,35,33,33
서울특별시,남자,28세,35,47,32,37,42,32,34,31,30,46
서울특별시,남자,29세,57,53,42,42,36,29,32,26,37,50
서울특별시,남자,30세,42,47,46,37,30,40,28,34,31,30
서울특별시,남자,31세,63,54,56,39,62,34,30,21,44,36
서울특별시,남자,32세,70,77,58,38,52,41,31,49,40,47
서울특별시,남자,33세,65,60,61,60,50,37,55,43,38,34
서울특별시,남자,34세,65,64,54,52,59,48,53,45,43,40
서울특별시,남자,35세,67,70,70,67,58,56,39,41,53,38
서울특별시,남자,36세,81,82,70,70,63,67,61,63,58,44
서울특별시,남자,37세,83,69,71,59,71,59,55,52,59,49
서울특별시,남자,38세,98,93,70,73,66,59,64,75,73,70
서울특별시,남자,39세,100,103,91,73,93,80,73,68,59,82
서울특별시,남자,40세,124,107,108,92,78,77,79,66,64,82
서울특별시,남자,41세,124,131,107,113,102,75,84,73,59,71
서울특별시,남자,42세,146,140,143,107,118,95,89,80,77,89
서울특별시,남자,43세,166,158,149,156,126,135,81,84,71,88
서울특별시,남자,44세,143,172,146,144,146,138,123,94,97,82
서울특별시,남자,45세,168,175,173,155,154,156,134,126,97,98
서울특별시,남자,46세,199,193,185,179,162,145,164,150,118,124
서울특별시,남자,47세,212,217,184,172,187,186,175,156,157,137
서울특별시,남자,48세,233,202,229,190,179,188,182,178,166,170
서울특별시,남자,49세,278,237,186,235,206,201,205,184,171,182
서울특별시,남자,50세,282,278,269,265,257,218,217,243,186,207
서울특별시,남자,51세,335,310,312,256,251,238,222,215,238,217
서울특별시,남자,52세,337,374,319,297,284,265,246,230,272,235
서울특별시,남자,53세,372,365,359,312,289,244,298,272,233,259
서울특별시,남자,54세,378,363,386,376,280,330,309,269,251,262
서울특별시,남자,55세,377,383,391,378,360,298,326,266,293,318
서울특별시,남자,56세,398,392,411,357,352,407,357,333,303,317
서울특별시,남자,57세,420,418,388,395,399,433,410,329,361,303
서울특별시,남자,58세,344,455,401,425,406,423,463,445,370,345
서울특별시,남자,59세,414,373,425,418,398,425,452,435,435,371
서울특별시,남자,60세,404,415,383,441,454,440,390,399,457,490
서울특별시,남자,61세,350,393,382,429,460,433,416,430,446,457
서울특별시,남자,62세,409,372,419,413,386,454,442,464,444,462
서울특별시,남자,63세,416,458,360,432,439,397,505,460,478,473
서울특별시,남자,64세,443,424,451,413,441,420,415,452,491,530
서울특별시,남자,65세,494,457,494,451,370,430,495,431,554,522
서울특별시,남자,66세,412,497,490,442,439,382,471,482,474,630
서울특별시,남자,67세,494,440,480,506,502,490,434,492,500,521
서울특별시,남자,68세,511,500,443,566,515,471,527,414,488,578
서울특별시,남자,69세,688,526,519,459,504,523,574,490,430,532
서울특별시,남자,70세,751,693,513,519,560,571,571,522,591,509
서울특별시,남자,71세,606,787,688,553,548,517,610,575,563,647
서울특별시,남자,72세,652,669,773,751,578,523,572,614,604,636
서울특별시,남자,73세,685,701,650,813,753,617,639,568,605,696
서울특별시,남자,74세,682,751,738,709,873,794,593,660,555,726
서울특별시,남자,75세,698,755,755,711,676,870,842,704,715,593
서울특별시,남자,76세,677,676,715,800,781,812,969,906,658,793
서울특별시,남자,77세,679,667,683,753,785,799,806,879,917,801
서울특별시,남자,78세,631,686,707,719,777,752,906,830,1007,1024
서울특별시,남자,79세,571,599,733,770,749,766,821,869,901,1097
서울특별시,남자,80세,595,574,661,698,740,775,783,828,888,1019
서울특별시,남자,81세,483,539,585,629,760,733,829,834,906,999
서울특별시,남자,82세,504,494,570,589,671,707,857,793,838,995
서울특별시,남자,83세,500,496,508,491,591,651,776,724,849,896
서울특별시,남자,84세,434,451,460,458,548,604,662,773,780,869
서울특별시,남자,85세,384,423,447,524,478,508,606,620,746,813
서울특별시,남자,86세,333,355,395,497,447,450,529,591,648,764
서울특별시,남자,87세,312,339,375,393,451,397,462,518,557,619
서울특별시,남자,88세,286,317,296,336,360,422,467,416,519,570
서울특별시,남자,89세,316,289,264,261,334,326,396,387,410,530
서울특별시,남자,90세,249,306,238,259,243,312,336,331,352,375
서울특별시,남자,91세,202,211,267,246,216,199,256,261,306,364
서울특별시,남자,92세,144,161,165,231,220,201,186,207,259,315
서울특별시,남자,93세,125,154,150,173,211,159,150,172,200,215
서울특별시,남자,94세,99,106,108,110,120,180,138,154,121,191
서울특별시,남자,95세,70,78,84,83,100,122,119,110,114,137
서울특별시,남자,96세,41,47,60,63,90,91,86,103,91,98
서울특별시,남자,97세,38,32,46,49,68,54,52,81,79,96
서울특별시,남자,98세,26,22,19,26,27,44,62,54,57,85
서울특별시,남자,99세,14,15,13,22,24,19,30,35,41,50
서울특별시,여자,0세,91,123,98,94,80,56,55,55,34,38
서울특별시,여자,1세,10,3,7,7,7,5,9,6,5,1
서울특별시,여자,2세,3,4,4,6,1,4,2,3,1,0
서울특별시,여자,3세,3,2,1,4,4,0,3,5,3,3
서울특별시,여자,4세,0,3,2,1,6,5,2,0,2,4
서울특별시,여자,5세,6,4,4,4,2,4,2,4,1,6
서울특별시,여자,6세,6,2,2,1,3,1,1,3,4,2
서울특별시,여자,7세,3,2,0,1,3,3,1,0,1,1
서울특별시,여자,8세,4,4,4,2,2,1,1,0,1,3
서울특별시,여자,9세,1,1,4,1,3,2,2,0,2,0
서울특별시,여자,10세,4,1,6,2,3,1,5,0,2,1
서울특별시,여자,11세,2,2,4,4,1,1,3,1,1,1
서울특별시,여자,12세,3,1,2,3,0,5,1,2,1,0
서울특별시,여자,13세,2,4,3,3,0,2,5,4,2,2
서울특별시,여자,14세,4,3,6,2,4,3,4,2,0,0
서울특별시,여자,15세,12,4,5,5,5,3,3,10,8,1
서울특별시,여자,16세,14,3,8,8,2,4,8,7,9,7
서울특별시,여자,17세,3,5,7,7,8,13,6,5,5,9
서울특별시,여자,18세,10,7,13,11,9,6,8,4,9,6
서울특별시,여자,19세,5,9,7,11,16,4,12,10,12,11
서울특별시,여자,20세,15,17,15,11,11,14,13,12,16,16
서울특별시,여자,21세,13,10,18,15,20,15,11,10,24,13
서울특별시,여자,22세,17,19,13,11,19,12,18,17,15,20
서울특별시,여자,23세,13,16,13,14,17,7,18,16,19,13
서울특별시,여자,24세,18,12,15,12,20,13,17,22,22,22
서울특별시,여자,25세,23,20,18,20,19,18,19,19,18,24
서울특별시,여자,26세,21,17,17,17,20,9,21,27,23,28
서울특별시,여자,27세,12,27,20,25,16,13,22,22,30,23
서울특별시,여자,28세,24,27,31,19,15,11,27,25,28,24
서울특별시,여자,29세,29,37,22,22,25,20,21,17,22,22
서울특별시,여자,30세,35,34,27,27,26,18,28,31,23,30
서울특별시,여자,31세,48,32,21,36,32,23,19,21,28,35
서울특별시,여자,32세,57,32,39,42,32,31,28,22,26,20
서울특별시,여자,33세,44,35,43,39,29,22,30,28,21,29
서울특별시,여자,34세,41,35,50,50,41,41,34,29,33,23
서울특별시,여자,35세,28,34,33,36,37,28,35,25,30,24
서울특별시,여자,36세,38,32,34,43,42,29,35,30,42,28
서울특별시,여자,37세,41,54,46,31,37,40,45,46,32,40
서울특별시,여자,38세,58,42,41,40,36,42,47,43,63,43
서울특별시,여자,39세,53,43,62,44,37,31,43,35,44,42
서울특별시,여자,40세,55,56,40,52,44,46,43,45,47,51
서울특별시,여자,41세,58,47,56,63,57,36,43,45,53,34
서울특별시,여자,42세,72,90,59,73,49,44,58,46,42,39
서울특별시,여자,43세,71,75,67,70,58,56,56,39,37,47
서울특별시,여자,44세,86,56,78,64,74,55,66,50,56,41
서울특별시,여자,45세,68,68,76,74,73,57,67,62,76,54
서울특별시,여자,46세,81,89,88,80,86,79,68,58,76,71
서울특별시,여자,47세,109,81,79,91,80,83,76,80,77,83
서울특별시,여자,48세,85,77,86,88,88,87,85,82,92,74
서울특별시,여자,49세,104,85,108,88,94,73,92,92,99,87
서울특별시,여자,50세,97,110,99,80,93,98,81,93,85,99
서울특별시,여자,51세,118,125,112,70,85,102,97,99,93,109
서울특별시,여자,52세,123,128,117,114,111,111,112,83,94,104
서울특별시,여자,53세,148,140,148,100,118,97,101,84,111,116
서울특별시,여자,54세,125,138,142,138,126,110,114,103,84,95
서울특별시,여자,55세,131,123,149,150,142,97,125,118,124,105
서울특별시,여자,56세,137,161,156,143,144,145,121,127,118,109
서울특별시,여자,57세,135,159,140,158,161,136,156,132,126,135
서울특별시,여자,58세,151,154,156,148,148,125,157,173,134,164
서울특별시,여자,59세,129,118,163,165,170,135,170,171,178,146
서울특별시,여자,60세,133,153,162,175,167,142,147,163,156,200
서울특별시,여자,61세,122,160,145,153,193,168,185,158,173,175
서울특별시,여자,62세,158,119,145,145,162,187,175,179,143,190
서울특별시,여자,63세,155,180,139,159,179,129,185,179,159,193
서울특별시,여자,64세,199,181,153,140,184,196,171,194,209,216
서울특별시,여자,65세,202,207,178,172,148,151,175,208,187,202
서울특별시,여자,66세,189,231,230,188,208,147,186,170,201,223
서울특별시,여자,67세,198,200,230,210,233,188,166,179,185,219
서울특별시,여자,68세,216,214,182,248,224,237,219,182,221,233
서울특별시,여자,69세,265,252,223,187,236,227,232,222,205,223
서울특별시,여자,70세,353,297,246,230,223,255,254,236,232,225
서울특별시,여자,71세,320,325,313,259,259,203,271,285,273,265
서울특별시,여자,72세,338,352,354,362,285,259,227,278,283,296
서울특별시,여자,73세,320,354,339,422,341,293,297,262,343,344
서울특별시,여자,74세,392,387,399,387,431,402,327,302,256,359
서울특별시,여자,75세,412,413,416,418,393,490,432,331,330,327
서울특별시,여자,76세,508,469,418,453,426,425,463,427,345,378
서울특별시,여자,77세,511,504,487,499,496,455,441,527,519,473
서울특별시,여자,78세,489,553,499,550,533,493,564,462,517,595
서울특별시,여자,79세,532,580,578,586,547,507,587,517,531,628
서울특별시,여자,80세,558,562,601,610,652,604,579,592,610,630
서울특별시,여자,81세,605,599,553,602,637,651,633,623,676,678
서울특별시,여자,82세,646,619,632,689,681,706,732,672,725,714
서울특별시,여자,83세,658,639,652,703,700,728,787,695,750,738
서울특별시,여자,84세,738,730,759,687,734,689,728,740,806,827
서울특별시,여자,85세,639,716,772,754,700,705,807,691,843,868
서울특별시,여자,86세,648,664,701,793,789,727,759,748,761,905
서울특별시,여자,87세,658,608,668,728,783,761,814,767,782,865
서울특별시,여자,88세,538,558,642,705,732,735,769,715,772,809
서울특별시,여자,89세,672,631,584,669,704,714,827,740,730,815
서울특별시,여자,90세,546,620,552,592,634,687,743,690,802,762
서울특별시,여자,91세,505,512,592,532,570,556,651,683,673,725
서울특별시,여자,92세,437,430,476,578,525,485,547,557,618,683
서울특별시,여자,93세,344,368,411,438,473,455,489,481,541,624
서울특별시,여자,94세,266,257,315,316,389,472,372,392,470,508
서울특별시,여자,95세,238,266,202,270,316,349,378,348,285,426
서울특별시,여자,96세,207,193,191,199,217,243,268,303,288,307
서울특별시,여자,97세,130,126,171,141,146,182,213,203,271,245
서울특별시,여자,98세,110,94,127,155,123,134,151,154,193,235
서울특별시,여자,99세,72,72,76,93,100,107,119,108,119,151
부산광역시,남자,0세,36,51,53,46,53,31,33,19,18,22
부산광역시,남자,1세,2,1,8,4,2,3,2,3,4,2
부산광역시,남자,2세,3,6,2,1,0,1,3,2,0,1
부산광역시,남자,3세,5,1,0,4,0,1,3,3,1,3
부산광역시,남자,4세,2,0,0,1,1,0,1,2,2,0
부산광역시,남자,5세,1,3,2,0,2,3,3,2,0,0
부산광역시,남자,6세,5,3,2,0,1,2,1,1,0,1
부산광역시,남자,7세,0,3,2,3,2,2,1,0,2,0
부산광역시,남자,8세,0,4,1,2,3,1,2,0,0,1
부산광역시,남자,9세,1,4,3,4,1,1,3,2,2,0
부산광역시,남자,10세,1,3,0,0,0,0,1,0,0,2
부산광역시,남자,11세,2,1,1,3,1,0,1,0,0,0
부산광역시,남자,12세,2,1,1,2,1,4,5,4,1,2
부산광역시,남자,13세,3,3,0,0,3,7,0,4,1,2
부산광역시,남자,14세,4,2,4,2,1,2,2,1,4,3
부산광역시,남자,15세,6,6,4,6,3,1,1,3,3,3
부산광역시,남자,16세,3,6,1,5,3,2,4,3,3,3
부산광역시,남자,17세,6,9,7,7,2,6,2,4,5,1
부산광역시,남자,18세,11,8,8,5,7,8,4,2,3,4
부산광역시,남자,19세,18,11,8,4,13,4,8,5,8,1
부산광역시,남자,20세,15,10,7,9,9,8,8,5,3,3
부산광역시,남자,21세,13,11,8,9,4,6,15,13,6,8
부산광역시,남자,22세,11,13,12,10,11,10,11,8,5,12
부산광역시,남자,23세,16,8,13,13,18,8,7,9,12,7
부산광역시,남자,24세,8,8,10,14,13,10,10,7,7,10
부산광역시,남자,25세,15,10,8,15,10,15,5,14,11,9
부산광역시,남자,26세,14,17,10,8,10,13,11,9,14,14
부산광역시,남자,27세,18,9,15,18,24,6,15,13,11,11
부산광역시,남자,28세,14,6,19,15,15,14,11,11,17,16
부산광역시,남자,29세,21,11,20,10,11,20,15,19,17,14
부산광역시,남자,30세,23,22,17,11,12,7,17,13,14,11
부산광역시,남자,31세,19,20,26,14,12,14,13,19,11,16
부산광역시,남자,32세,19,30,19,18,23,27,22,14,12,24
부산광역시,남자,33세,26,31,21,32,17,18,10,15,20,16
부산광역시,남자,34세,28,28,30,24,20,15,23,13,15,15
부산광역시,남자,35세,25,31,22,23,32,33,22,19,23,17
부산광역시,남자,36세,25,29,25,22,26,28,33,29,22,24
부산광역시,남자,37세,41,26,35,24,28,46,39,25,17,22
부산광역시,남자,38세,25,27,22,26,34,28,21,46,24,34
부산광역시,남자,39세,29,49,42,32,30,32,30,33,23,30
부산광역시,남자,40세,40,55,49,45,34,30,31,35,31,27
부산광역시,남자,41세,67,51,47,48,45,24,32,38,38,33
부산광역시,남자,42세,55,71,60,51,51,29,39,35,29,30
부산광역시,남자,43세,82,84,50,58,64,50,44,35,36,40
부산광역시,남자,44세,77,68,77,65,67,52,45,55,49,50
부산광역시,남자,45세,93,84,78,53,69,68,54,61,46,39
부산광역시,남자,46세,74,89,95,78,77,74,71,75,52,54
부산광역시,남자,47세,92,90,82,83,88,88,93,76,71,57
부산광역시,남자,48세,113,90,112,86,102,84,81,72,77,81
부산광역시,남자,49세,132,120,122,120,82,89,105,77,101,86
부산광역시,남자,50세,111,128,118,118,111,99,100,95,110,87
부산광역시,남자,51세,187,146,145,106,127,116,101,107,117,100
부산광역시,남자,52세,188,173,171,147,125,118,136,111,109,97
부산광역시,남자,53세,190,186,172,139,159,126,124,126,143,113
부산광역시,남자,54세,195,182,214,195,140,156,118,134,130,102
부산광역시,남자,55세,227,175,193,195,194,174,152,133,154,134
부산광역시,남자,56세,194,186,214,185,225,202,150,179,155,143
부산광역시,남자,57세,235,215,199,192,189,181,207,189,172,140
부산광역시,남자,58세,199,264,216,207,215,200,229,205,163,182
부산광역시,남자,59세,215,203,231,208,233,201,216,223,186,208
부산광역시,남자,60세,225,198,212,234,248,213,241,216,245,239
부산광역시,남자,61세,217,233,252,214,250,228,217,220,206,258
부산광역시,남자,62세,242,216,230,230,237,247,266,247,231,260
부산광역시,남자,63세,242,220,221,240,239,207,278,277,261,250
부산광역시,남자,64세,247,223,223,229,223,240,238,263,254,264
부산광역시,남자,65세,241,237,245,212,228,235,251,209,294,285
부산광역시,남자,66세,185,243,257,266,270,236,286,261,270,314
부산광역시,남자,67세,245,212,256,262,278,233,243,272,272,278
부산광역시,남자,68세,267,259,195,248,294,292,279,250,276,292
부산광역시,남자,69세,335,269,278,197,288,273,291,295,260,301
부산광역시,남자,70세,371,325,256,252,215,287,322,315,320,283
부산광역시,남자,71세,348,351,342,265,263,210,309,318,316,342
부산광역시,남자,72세,357,345,365,400,300,293,269,355,348,329
부산광역시,남자,73세,324,362,323,392,377,290,323,263,369,376
부산광역시,남자,74세,362,353,354,367,398,380,329,323,257,317
부산광역시,남자,75세,340,348,392,357,357,418,423,330,330,286
부산광역시,남자,76세,375,314,344,395,415,403,489,462,383,358
부산광역시,남자,77세,361,326,359,380,418,394,421,451,472,372
부산광역시,남자,78세,317,352,344,393,371,413,419,389,534,502
부산광역시,남자,79세,309,313,332,349,369,393,407,431,421,519
부산광역시,남자,80세,260,282,318,339,361,401,403,402,448,515
부산광역시,남자,81세,249,291,265,329,357,397,415,385,476,454
부산광역시,남자,82세,248,228,291,309,309,360,411,407,429,466
부산광역시,남자,83세,246,184,211,272,294,360,353,373,413,447
부산광역시,남자,84세,183,215,203,219,257,278,296,348,379,431
부산광역시,남자,85세,178,182,174,200,211,278,268,281,378,367
부산광역시,남자,86세,145,145,194,181,184,191,295,280,320,353
부산광역시,남자,87세,141,144,158,175,181,206,186,239,254,292
부산광역시,남자,88세,110,100,112,130,135,165,176,182,206,272
부산광역시,남자,89세,115,120,86,105,99,122,152,152,168,200
부산광역시,남자,90세,80,91,81,89,102,126,143,133,171,161
부산광역시,남자,91세,66,80,71,82,67,88,92,93,126,120
부산광역시,남자,92세,39,40,61,70,63,69,78,94,106,106
부산광역시,남자,93세,33,42,35,56,70,60,61,59,74,81
부산광역시,남자,94세,24,23,19,34,38,40,48,49,46,53
부산광역시,남자,95세,12,21,13,31,31,36,37,26,43,37
부산광역시,남자,96세,8,15,14,14,15,13,30,32,33,35
부산광역시,남자,97세,8,7,14,12,17,12,19,11,21,18
부산광역시,남자,98세,8,5,9,2,6,2,12,13,14,20
부산광역시,남자,99세,2,4,2,4,3,6,10,12,10,14
부산광역시,여자,0세,46,39,27,46,36,32,24,21,15,18
부산광역시,여자,1세,10,4,2,2,0,3,2,1,2,2
부산광역시,여자,2세,0,1,2,3,0,0,2,1,3,0
부산광역시,여자,3세,5,2,2,1,0,1,1,2,1,0
부산광역시,여자,4세,1,2,3,0,0,1,0,2,1,1
부산광역시,여자,5세,0,1,2,0,0,0,2,1,1,0
부산광역시,여자,6세,5,1,1,3,0,1,1,1,1,0
부산광역시,여자,7세,0,1,1,2,1,0,0,0,1,0
부산광역시,여자,8세,1,1,0,0,0,2,1,0,2,2
부산광역시,여자,9세,3,1,1,2,1,1,0,0,2,0
부산광역시,여자,10세,0,0,0,0,0,1,0,0,2,0
부산광역시,여자,11세,1,3,1,1,1,0,0,1,0,1
부산광역시,여자,12세,1,1,0,0,0,0,0,0,0,1
부산광역시,여자,13세,1,1,0,0,2,0,1,1,1,2
부산광역시,여자,14세,2,2,1,0,0,1,2,1,2,2
부산광역시,여자,15세,4,5,5,3,3,1,0,1,0,4
부산광역시,여자,16세,0,4,3,2,4,3,2,3,2,1
부산광역시,여자,17세,4,1,3,4,2,1,2,2,1,1
부산광역시,여자,18세,7,4,5,10,1,4,2,7,2,3
부산광역시,여자,19세,3,4,6,3,2,2,4,2,2,2
부산광역시,여자,20세,1,6,6,0,7,2,5,2,3,2
부산광역시,여자,21세,10,6,4,4,4,4,6,7,7,6
부산광역시,여자,22세,6,5,6,5,5,5,4,6,4,1
부산광역시,여자,23세,3,4,5,6,5,8,4,5,4,4
부산광역시,여자,24세,12,10,3,6,9,2,7,2,10,2
부산광역시,여자,25세,4,12,3,5,8,10,3,6,3,7
부산광역시,여자,26세,13,5,7,6,12,9,6,5,5,6
부산광역시,여자,27세,11,8,9,11,7,6,5,3,9,5
부산광역시,여자,28세,15,11,3,7,4,6,6,8,9,8
부산광역시,여자,29세,15,8,8,9,14,5,6,5,6,10
부산광역시,여자,30세,14,13,11,12,12,10,9,4,9,8
부산광역시,여자,31세,13,22,8,16,7,10,7,8,7,17
부산광역시,여자,32세,17,17,11,16,14,9,8,4,9,13
부산광역시,여자,33세,24,12,13,14,11,13,13,11,5,7
부산광역시,여자,34세,19,13,17,18,16,19,8,16,15,10
부산광역시,여자,35세,15,19,17,13,19,20,14,12,9,13
부산광역시,여자,36세,17,7,12,20,11,16,16,16,18,15
부산광역시,여자,37세,18,17,19,14,15,18,18,15,24,19
부산광역시,여자,38세,12,18,14,17,13,19,19,21,9,15
부산광역시,여자,39세,19,16,25,17,14,21,15,14,20,25
부산광역시,여자,40세,29,29,31,31,9,17,15,18,22,19
부산광역시,여자,41세,25,26,29,29,18,20,21,19,20,25
부산광역시,여자,42세,24,24,29,19,29,29,25,16,17,23
부산광역시,여자,43세,35,33,27,30,22,30,21,26,23,22
부산광역시,여자,44세,30,34,39,35,31,25,19,23,23,31
부산광역시,여자,45세,34,28,27,24,20,22,27,28,32,33
부산광역시,여자,46세,34,42,29,40,21,38,33,30,35,22
부산광역시,여자,47세,33,35,37,25,40,28,41,45,40,36
부산광역시,여자,48세,38,32,38,37,43,38,33,39,29,37
부산광역시,여자,49세,50,29,45,48,31,43,47,43,38,41
부산광역시,여자,50세,45,44,30,45,43,33,51,35,45,47
부산광역시,여자,51세,49,56,54,35,41,38,51,44,38,48
부산광역시,여자,52세,75,77,54,48,38,40,41,44,53,43
부산광역시,여자,53세,70,59,71,48,59,48,59,36,57,60
부산광역시,여자,54세,75,51,66,79,76,37,43,45,46,51
부산광역시,여자,55세,64,55,58,59,77,61,53,45,47,56
부산광역시,여자,56세,75,65,70,80,61,79,58,60,47,43
부산광역시,여자,57세,68,82,68,64,94,70,79,73,60,61
부산광역시,여자,58세,61,65,78,75,76,54,87,67,68,50
부산광역시,여자,59세,74,67,79,75,63,62,75,81,83,82
부산광역시,여자,60세,62,68,75,76,92,88,72,80,84,84
부산광역시,여자,61세,76,71,66,70,96,70,114,71,74,87
부산광역시,여자,62세,81,70,91,101,65,85,102,76,82,78
부산광역시,여자,63세,88,119,70,97,71,72,102,88,91,93
부산광역시,여자,64세,108,96,83,98,100,86,80,103,106,86
부산광역시,여자,65세,88,102,102,102,80,92,87,87,88,104
부산광역시,여자,66세,72,85,94,94,107,81,91,110,104,115
부산광역시,여자,67세,103,78,112,106,117,123,94,116,99,94
부산광역시,여자,68세,110,122,100,117,134,118,114,95,126,115
부산광역시,여자,69세,157,140,102,101,109,121,119,128,108,139
부산광역시,여자,70세,165,146,117,120,112,155,132,139,128,117
부산광역시,여자,71세,181,190,171,135,126,118,147,155,138,135
부산광역시,여자,72세,191,164,185,170,170,102,142,155,159,157
부산광역시,여자,73세,211,222,190,219,210,144,152,143,164,190
부산광역시,여자,74세,237,200,216,232,243,210,200,179,102,193
부산광역시,여자,75세,258,220,230,204,245,262,238,193,194,128
부산광역시,여자,76세,284,242,218,238,272,271,260,270,207,201
부산광역시,여자,77세,283,274,264,260,280,283,282,275,274,244
부산광역시,여자,78세,304,308,312,322,265,304,308,277,322,297
부산광역시,여자,79세,313,320,301,307,312,319,354,347,343,347
부산광역시,여자,80세,340,298,346,361,353,315,353,319,371,355
부산광역시,여자,81세,352,353,366,342,373,352,355,362,375,369
부산광역시,여자,82세,362,324,334,351,359,379,405,419,374,416
부산광역시,여자,83세,362,362,352,393,340,402,424,415,392,417
부산광역시,여자,84세,370,377,377,384,371,421,412,411,439,474
부산광역시,여자,85세,364,394,383,400,368,415,400,435,449,445
부산광역시,여자,86세,330,340,358,408,366,397,433,429,434,464
부산광역시,여자,87세,280,329,351,371,363,423,411,445,451,434
부산광역시,여자,88세,296,299,294,361,381,397,402,379,433,463
부산광역시,여자,89세,302,256,270,292,331,401,398,397,410,421
부산광역시,여자,90세,249,250,224,291,304,336,394,389,391,375
부산광역시,여자,91세,204,250,238,219,236,292,316,389,360,340
부산광역시,여자,92세,145,167,189,269,192,240,293,266,277,352
부산광역시,여자,93세,109,119,146,165,198,162,236,218,262,268
부산광역시,여자,94세,103,92,99,131,135,182,167,165,178,188
부산광역시,여자,95세,80,68,76,91,104,124,168,126,132,143
부산광역시,여자,96세,72,58,75,64,78,110,106,122,118,139
부산광역시,여자,97세,38,55,39,48,39,57,77,86,98,97
부산광역시,여자,98세,36,31,41,31,38,52,56,61,66,97
부산광역시,여자,99세,26,36,27,28,24,26,38,35,42,64
대구광역시,남자,0세,36,46,41,46,57,39,37,32,29,23
대구광역시,남자,1세,7,3,1,3,7,5,2,1,1,0
대구광역시,남자,2세,0,0,1,0,1,1,1,3,1,1
대구광역시,남자,3세,1,4,1,2,1,2,0,2,4,0
대구광역시,남자,4세,0,1,0,3,1,1,0,2,2,2
대구광역시,남자,5세,2,1,1,3,3,3,0,0,1,0
대구광역시,남자,6세,3,1,2,1,1,3,1,1,0,1
대구광역시,남자,7세,3,3,0,1,3,0,0,1,0,0
대구광역시,남자,8세,2,1,2,2,1,0,3,1,0,1
대구광역시,남자,9세,0,0,2,1,0,1,0,0,2,1
대구광역시,남자,10세,1,2,0,3,1,0,1,0,0,0
대구광역시,남자,11세,0,1,0,1,2,0,0,0,1,0
대구광역시,남자,12세,2,2,2,2,1,2,1,1,1,1
대구광역시,남자,13세,2,2,1,0,1,2,0,1,1,1
대구광역시,남자,14세,4,1,4,2,1,0,0,0,0,1
대구광역시,남자,15세,5,5,6,2,3,1,2,2,5,4
대구광역시,남자,16세,5,5,3,3,3,4,2,2,4,2
대구광역시,남자,17세,4,6,7,2,11,4,4,3,5,7
대구광역시,남자,18세,8,2,8,5,13,7,5,3,2,3
대구광역시,남자,19세,3,7,4,8,13,10,9,8,4,3
대구광역시,남자,20세,11,5,2,9,7,8,8,7,10,7
대구광역시,남자,21세,6,3,8,10,4,4,4,5,4,8
대구광역시,남자,22세,6,11,5,8,5,11,8,6,6,3
대구광역시,남자,23세,6,12,12,7,9,6,12,12,10,10
대구광역시,남자,24세,7,12,9,12,9,10,9,10,13,8
대구광역시,남자,25세,11,9,11,9,9,13,7,11,8,10
대구광역시,남자,26세,16,6,11,9,10,15,9,13,7,11
대구광역시,남자,27세,4,10,5,8,9,10,11,9,12,8
대구광역시,남자,28세,8,9,7,8,10,5,12,13,16,9
대구광역시,남자,29세,13,9,11,13,10,14,8,8,11,11
대구광역시,남자,30세,13,14,13,9,13,11,5,15,16,11
대구광역시,남자,31세,20,18,19,12,13,7,8,5,11,9
대구광역시,남자,32세,22,16,13,15,4,6,15,13,7,9
대구광역시,남자,33세,12,18,12,15,7,11,15,11,7,8
대구광역시,남자,34세,11,19,11,14,16,17,7,15,14,8
